Payment_ID,Student_ID,Month,Tuition_Fee,Transport_Fee,Total_Fee,Amount_Paid,Payment_Date,Payment_Mode
406,406,01-01-2022,3200,1600,4800,4800,01-01-2022,UPI
407,407,01-01-2022,2500,1600,4100,4100,02-01-2022,UPI
408,408,01-01-2022,3200,1600,4800,4800,05-01-2022,UPI
409,409,01-01-2022,1500,1200,2700,2700,04-01-2022,Cash
410,410,01-01-2022,1500,1200,2700,2700,05-01-2022,Bank Transfer
411,411,01-01-2022,3200,1200,4400,4400,01-01-2022,Bank Transfer
412,412,01-01-2022,2500,800,3300,3300,02-01-2022,Bank Transfer
413,413,01-01-2022,4000,1600,5600,5600,02-01-2022,Cash
414,414,01-01-2022,3200,0,3200,3200,05-01-2022,Bank Transfer
415,415,01-01-2022,2500,0,2500,2500,28-01-2022,Bank Transfer
416,416,01-01-2022,3200,0,3200,3200,03-01-2022,Bank Transfer
417,417,01-01-2022,2000,1200,3200,1467.280161,03-01-2022,Card
418,418,01-01-2022,2000,1600,3600,3600,14-01-2022,Cash
419,419,01-01-2022,1500,1200,2700,2700,02-01-2022,Bank Transfer
420,420,01-01-2022,2500,1600,4100,4100,04-01-2022,UPI
421,421,01-01-2022,4000,1600,5600,5600,03-01-2022,UPI
422,422,01-01-2022,1500,800,2300,2300,04-01-2022,UPI
423,423,01-01-2022,2500,1200,3700,3700,05-01-2022,Cash
424,424,01-01-2022,4000,0,4000,4000,02-01-2022,Card
425,425,01-01-2022,1500,1200,2700,2700,04-01-2022,Bank Transfer
426,426,01-01-2022,1500,800,2300,2300,29-01-2022,Cash
427,427,01-01-2022,2500,1200,3700,3700,05-01-2022,UPI
428,428,01-01-2022,2000,0,2000,2000,01-01-2022,UPI
429,429,01-01-2022,1500,1600,3100,3100,17-01-2022,Cash
430,430,01-01-2022,3200,1600,4800,4800,22-01-2022,Card
431,431,01-01-2022,3200,800,4000,4000,03-01-2022,UPI
432,432,01-01-2022,2000,1600,3600,3600,02-01-2022,Bank Transfer
433,433,01-01-2022,3200,1200,4400,4400,04-01-2022,UPI
434,434,01-01-2022,3200,0,3200,3200,03-01-2022,UPI
435,435,01-01-2022,2000,1600,3600,3600,05-01-2022,UPI
436,436,01-01-2022,1500,800,2300,2300,03-01-2022,Card
437,437,01-01-2022,2000,800,2800,2800,14-01-2022,Card
438,438,01-01-2022,3200,800,4000,4000,01-01-2022,UPI
439,439,01-01-2022,2000,1200,3200,3200,12-01-2022,Bank Transfer
440,440,01-01-2022,2000,1200,3200,1556.628855,07-01-2022,Cash
441,441,01-01-2022,4000,1600,5600,5600,03-01-2022,Bank Transfer
442,442,01-01-2022,4000,1600,5600,5600,17-01-2022,Bank Transfer
443,443,01-01-2022,2000,1200,3200,3200,03-01-2022,Card
444,444,01-01-2022,1500,800,2300,2300,02-01-2022,Cash
445,445,01-01-2022,2500,800,3300,3300,15-01-2022,Card
446,446,01-01-2022,2000,0,2000,2000,20-01-2022,Card
447,447,01-01-2022,4000,1200,5200,5200,05-01-2022,Card
448,448,01-01-2022,4000,1600,5600,5600,03-01-2022,UPI
449,449,01-01-2022,4000,0,4000,4000,03-01-2022,UPI
450,450,01-01-2022,2000,1600,3600,3600,05-01-2022,Cash
451,451,01-01-2022,2500,0,2500,2500,02-01-2022,Bank Transfer
452,452,01-01-2022,2000,1200,3200,3200,03-01-2022,Cash
453,453,01-01-2022,2000,0,2000,2000,05-01-2022,Card
454,454,01-01-2022,2000,800,2800,2800,24-01-2022,Cash
455,455,01-01-2022,1500,800,2300,2300,02-01-2022,Cash
456,456,01-01-2022,2500,1600,4100,2090.835978,01-01-2022,UPI
457,457,01-01-2022,2500,0,2500,1592.165377,08-01-2022,Cash
458,458,01-01-2022,2000,0,2000,2000,04-01-2022,Cash
459,459,01-01-2022,1500,800,2300,2300,02-01-2022,UPI
460,460,01-01-2022,4000,1200,5200,5200,01-01-2022,Bank Transfer
461,461,01-01-2022,3200,0,3200,3200,03-01-2022,UPI
462,462,01-01-2022,1500,1200,2700,2700,03-01-2022,Cash
463,463,01-01-2022,1500,0,1500,1500,05-01-2022,Card
464,464,01-01-2022,2500,0,2500,2500,02-01-2022,Card
465,465,01-01-2022,1500,1600,3100,3100,01-01-2022,Bank Transfer
466,466,01-01-2022,4000,1200,5200,5200,03-01-2022,Bank Transfer
467,467,01-01-2022,3200,1600,4800,4800,04-01-2022,Bank Transfer
468,468,01-01-2022,2500,1200,3700,3700,01-01-2022,UPI
469,469,01-01-2022,3200,0,3200,3200,02-01-2022,Bank Transfer
470,470,01-01-2022,2000,1600,3600,3600,05-01-2022,Cash
471,471,01-01-2022,3200,0,3200,3200,04-01-2022,UPI
472,472,01-01-2022,2000,800,2800,2800,02-01-2022,UPI
473,473,01-01-2022,2500,0,2500,2500,05-01-2022,UPI
474,474,01-01-2022,3200,1200,4400,4400,04-01-2022,Card
475,475,01-01-2022,4000,800,4800,4800,01-01-2022,Card
476,476,01-01-2022,2000,800,2800,2800,13-01-2022,Card
477,477,01-01-2022,1500,0,1500,1500,05-01-2022,Bank Transfer
478,478,01-01-2022,3200,1600,4800,4800,01-01-2022,Card
479,479,01-01-2022,3200,0,3200,3200,03-01-2022,UPI
480,480,01-01-2022,1500,800,2300,2300,11-01-2022,Card
481,481,01-01-2022,1500,800,2300,2300,04-01-2022,Cash
482,482,01-01-2022,2000,1600,3600,3600,05-01-2022,UPI
483,483,01-01-2022,3200,1200,4400,4400,13-01-2022,Bank Transfer
484,484,01-01-2022,2500,1600,4100,4100,05-01-2022,UPI
485,485,01-01-2022,2000,0,2000,2000,04-01-2022,Bank Transfer
486,486,01-01-2022,1500,0,1500,1500,23-01-2022,UPI
487,487,01-01-2022,2500,0,2500,2500,05-01-2022,UPI
488,488,01-01-2022,2000,0,2000,1393.226221,01-01-2022,UPI
489,489,01-01-2022,2000,1200,3200,3200,03-01-2022,Card
490,490,01-01-2022,2500,1200,3700,3700,05-01-2022,Card
491,491,01-01-2022,1500,1600,3100,3100,01-01-2022,Cash
492,492,01-01-2022,4000,0,4000,4000,03-01-2022,Cash
493,493,01-01-2022,3200,800,4000,4000,03-01-2022,Card
494,494,01-01-2022,1500,1200,2700,2700,02-01-2022,Card
495,495,01-01-2022,2000,800,2800,2800,30-01-2022,Card
496,496,01-01-2022,2000,1600,3600,3600,01-01-2022,Cash
497,497,01-01-2022,3200,0,3200,3200,05-01-2022,UPI
498,498,01-01-2022,4000,0,4000,4000,05-01-2022,Cash
499,499,01-01-2022,2000,1200,3200,3200,04-01-2022,Cash
500,500,01-01-2022,1500,0,1500,486.557233,09-01-2022,UPI
501,501,01-01-2022,2000,1600,3600,3600,02-01-2022,Cash
502,502,01-01-2022,2000,800,2800,2800,01-01-2022,Cash
503,503,01-01-2022,4000,1200,5200,5200,05-01-2022,Card
504,504,01-01-2022,3200,1200,4400,4400,03-01-2022,Card
505,505,01-01-2022,3200,800,4000,4000,01-01-2022,Bank Transfer
506,506,01-01-2022,2000,0,2000,2000,01-01-2022,Bank Transfer
507,507,01-01-2022,2500,1600,4100,4100,05-01-2022,Card
508,508,01-01-2022,2000,0,2000,2000,14-01-2022,Cash
509,509,01-01-2022,1500,1200,2700,2700,04-01-2022,UPI
510,510,01-01-2022,2000,800,2800,2800,01-01-2022,Bank Transfer
511,511,01-01-2022,2500,1600,4100,4100,03-01-2022,Card
512,512,01-01-2022,3200,800,4000,4000,03-01-2022,Cash
513,513,01-01-2022,3200,1600,4800,4800,03-01-2022,Cash
514,514,01-01-2022,2000,0,2000,2000,04-01-2022,Bank Transfer
515,515,01-01-2022,2000,1600,3600,3600,02-01-2022,Cash
516,516,01-01-2022,2000,1600,3600,3600,05-01-2022,UPI
517,517,01-01-2022,1500,800,2300,2300,01-01-2022,Bank Transfer
518,518,01-01-2022,2000,800,2800,2800,02-01-2022,UPI
519,519,01-01-2022,3200,800,4000,4000,04-01-2022,UPI
520,520,01-01-2022,3200,1600,4800,4800,04-01-2022,Cash
521,521,01-01-2022,1500,800,2300,2300,25-01-2022,Bank Transfer
522,522,01-01-2022,3200,1200,4400,4400,01-01-2022,Cash
523,523,01-01-2022,1500,1600,3100,3100,14-01-2022,Cash
524,524,01-01-2022,2500,1200,3700,3700,03-01-2022,Cash
525,525,01-01-2022,2000,800,2800,2800,15-01-2022,Bank Transfer
526,526,01-01-2022,2000,1200,3200,3200,25-01-2022,UPI
527,527,01-01-2022,2500,0,2500,2500,14-01-2022,UPI
528,528,01-01-2022,2500,1600,4100,4100,05-01-2022,Card
529,529,01-01-2022,1500,1600,3100,3100,03-01-2022,Bank Transfer
530,530,01-01-2022,1500,800,2300,2300,01-01-2022,UPI
531,531,01-01-2022,4000,0,4000,4000,03-01-2022,Cash
532,532,01-01-2022,4000,1600,5600,5600,05-01-2022,Bank Transfer
533,533,01-01-2022,2000,1200,3200,3200,04-01-2022,Cash
534,534,01-01-2022,2500,0,2500,2500,01-01-2022,Bank Transfer
535,535,01-01-2022,4000,1200,5200,5200,04-01-2022,Card
536,536,01-01-2022,1500,1600,3100,3100,05-01-2022,Card
537,537,01-01-2022,1500,1600,3100,3100,02-01-2022,Card
538,538,01-01-2022,4000,1200,5200,5200,28-01-2022,Bank Transfer
539,539,01-01-2022,1500,0,1500,1500,01-01-2022,Cash
540,540,01-01-2022,1500,0,1500,1500,05-01-2022,UPI
541,541,01-01-2022,1500,1600,3100,3100,02-01-2022,Card
542,542,01-01-2022,4000,800,4800,4800,02-01-2022,Card
543,543,01-01-2022,2000,800,2800,2800,04-01-2022,Bank Transfer
544,544,01-01-2022,4000,1200,5200,5200,03-01-2022,Bank Transfer
545,545,01-01-2022,1500,0,1500,1500,01-01-2022,Bank Transfer
546,546,01-01-2022,1500,1200,2700,2700,22-01-2022,Card
547,547,01-01-2022,1500,1600,3100,3100,24-01-2022,Cash
548,548,01-01-2022,2500,0,2500,2500,04-01-2022,Card
549,549,01-01-2022,3200,800,4000,4000,01-01-2022,Cash
550,550,01-01-2022,4000,1600,5600,2279.010224,03-01-2022,Bank Transfer
551,551,01-01-2022,4000,800,4800,4800,04-01-2022,Card
552,552,01-01-2022,4000,0,4000,4000,23-01-2022,Cash
553,553,01-01-2022,1500,1600,3100,3100,20-01-2022,UPI
554,554,01-01-2022,1500,800,2300,2300,02-01-2022,Card
555,555,01-01-2022,1500,1200,2700,2700,27-01-2022,UPI
556,556,01-01-2022,1500,1200,2700,2700,02-01-2022,Card
557,557,01-01-2022,2500,0,2500,2500,02-01-2022,Bank Transfer
558,558,01-01-2022,1500,0,1500,1500,16-01-2022,Cash
559,559,01-01-2022,3200,1600,4800,4800,02-01-2022,Bank Transfer
560,560,01-01-2022,2500,800,3300,3300,03-01-2022,Bank Transfer
561,561,01-01-2022,3200,800,4000,4000,26-01-2022,Bank Transfer
562,562,01-01-2022,3200,800,4000,4000,17-01-2022,Cash
563,563,01-01-2022,3200,1600,4800,0,,Cash
564,564,01-01-2022,1500,0,1500,1500,04-01-2022,Card
565,565,01-01-2022,1500,1200,2700,2700,23-01-2022,Bank Transfer
566,566,01-01-2022,3200,800,4000,4000,11-01-2022,Card
567,567,01-01-2022,2500,1600,4100,4100,04-01-2022,Card
568,568,01-01-2022,2000,0,2000,2000,03-01-2022,UPI
569,569,01-01-2022,3200,0,3200,3200,02-01-2022,Card
570,570,01-01-2022,2000,0,2000,2000,01-01-2022,Card
571,571,01-01-2022,1500,1200,2700,2700,03-01-2022,Bank Transfer
572,572,01-01-2022,4000,800,4800,4800,13-01-2022,Bank Transfer
573,573,01-01-2022,2500,0,2500,1152.223735,01-01-2022,Bank Transfer
574,574,01-01-2022,2000,1600,3600,3600,02-01-2022,UPI
575,575,01-01-2022,3200,1200,4400,4400,02-01-2022,Card
576,576,01-01-2022,2000,0,2000,2000,03-01-2022,Card
577,577,01-01-2022,3200,0,3200,3200,18-01-2022,Card
578,578,01-01-2022,2000,1600,3600,3600,05-01-2022,Cash
579,579,01-01-2022,3200,1600,4800,4800,05-01-2022,Bank Transfer
580,580,01-01-2022,2000,1200,3200,0,,Bank Transfer
581,581,01-01-2022,3200,1600,4800,4800,01-01-2022,UPI
582,582,01-01-2022,2500,1600,4100,4100,04-01-2022,UPI
583,583,01-01-2022,1500,0,1500,1500,02-01-2022,UPI
584,584,01-01-2022,1500,0,1500,1500,05-01-2022,Card
585,585,01-01-2022,1500,0,1500,1500,05-01-2022,Cash
586,586,01-01-2022,2000,800,2800,2800,03-01-2022,UPI
587,587,01-01-2022,1500,0,1500,1500,05-01-2022,UPI
588,588,01-01-2022,1500,0,1500,1500,30-01-2022,Cash
589,589,01-01-2022,2500,1600,4100,4100,03-01-2022,Cash
590,590,01-01-2022,2500,0,2500,2500,27-01-2022,Card
591,591,01-01-2022,2500,0,2500,2500,02-01-2022,Card
592,592,01-01-2022,2000,1600,3600,3600,17-01-2022,UPI
593,593,01-01-2022,4000,1600,5600,5600,01-01-2022,Card
594,594,01-01-2022,1500,800,2300,2300,15-01-2022,Bank Transfer
595,595,01-01-2022,2500,1200,3700,3700,03-01-2022,Cash
596,596,01-01-2022,2500,1600,4100,4100,01-01-2022,Cash
597,597,01-01-2022,3200,0,3200,3200,12-01-2022,Cash
598,598,01-01-2022,1500,1200,2700,2700,02-01-2022,Card
599,599,01-01-2022,3200,800,4000,4000,24-01-2022,Cash
600,600,01-01-2022,1500,1600,3100,3100,01-01-2022,Card
601,601,01-01-2022,1500,800,2300,2300,04-01-2022,Bank Transfer
602,602,01-01-2022,2000,800,2800,2800,03-01-2022,Card
603,603,01-01-2022,3200,800,4000,4000,01-01-2022,Bank Transfer
604,604,01-01-2022,2000,800,2800,2800,04-01-2022,Bank Transfer
605,605,01-01-2022,4000,800,4800,0,,Bank Transfer
606,606,01-01-2022,1500,1200,2700,2700,02-01-2022,UPI
607,607,01-01-2022,1500,1200,2700,2700,01-01-2022,Cash
608,608,01-01-2022,2000,0,2000,2000,05-01-2022,Cash
609,609,01-01-2022,4000,1600,5600,5600,05-01-2022,UPI
610,610,01-01-2022,3200,0,3200,3200,28-01-2022,Card
611,611,01-01-2022,1500,800,2300,2300,02-01-2022,UPI
612,612,01-01-2022,4000,1200,5200,5200,03-01-2022,Card
613,613,01-01-2022,3200,0,3200,3200,02-01-2022,Card
614,614,01-01-2022,2500,800,3300,3300,11-01-2022,Bank Transfer
615,615,01-01-2022,4000,1600,5600,0,,Bank Transfer
616,616,01-01-2022,2000,1600,3600,3600,24-01-2022,Cash
617,617,01-01-2022,1500,1600,3100,3100,04-01-2022,UPI
618,618,01-01-2022,3200,800,4000,4000,03-01-2022,UPI
619,619,01-01-2022,2000,1200,3200,3200,03-01-2022,UPI
620,620,01-01-2022,2000,1600,3600,0,,UPI
621,621,01-01-2022,1500,800,2300,2300,03-01-2022,UPI
622,622,01-01-2022,4000,1600,5600,5600,04-01-2022,Card
623,623,01-01-2022,3200,0,3200,3200,05-01-2022,UPI
624,624,01-01-2022,2000,0,2000,0,,UPI
625,625,01-01-2022,4000,1200,5200,5200,01-01-2022,UPI
626,626,01-01-2022,2000,0,2000,2000,02-01-2022,Card
627,627,01-01-2022,2000,1600,3600,0,,UPI
628,628,01-01-2022,2000,1200,3200,3200,01-01-2022,Card
629,629,01-01-2022,2500,800,3300,3300,13-01-2022,Bank Transfer
630,630,01-01-2022,3200,0,3200,3200,01-01-2022,Bank Transfer
631,631,01-01-2022,2500,1200,3700,3700,02-01-2022,Cash
632,632,01-01-2022,2000,1200,3200,3200,05-01-2022,Cash
633,633,01-01-2022,3200,800,4000,4000,01-01-2022,Card
634,634,01-01-2022,3200,0,3200,3200,05-01-2022,Cash
635,635,01-01-2022,2500,0,2500,2500,03-01-2022,Cash
636,636,01-01-2022,3200,0,3200,3200,02-01-2022,Bank Transfer
637,637,01-01-2022,2000,1200,3200,3200,04-01-2022,UPI
638,638,01-01-2022,1500,800,2300,2300,01-01-2022,Cash
639,639,01-01-2022,2500,1600,4100,4100,17-01-2022,Bank Transfer
640,640,01-01-2022,4000,1600,5600,5600,04-01-2022,Card
641,641,01-01-2022,4000,800,4800,4800,23-01-2022,Bank Transfer
642,642,01-01-2022,1500,1600,3100,3100,26-01-2022,Card
643,643,01-01-2022,4000,0,4000,4000,02-01-2022,UPI
644,644,01-01-2022,3200,0,3200,3200,01-01-2022,Cash
645,645,01-01-2022,3200,0,3200,3200,19-01-2022,Bank Transfer
646,646,01-01-2022,3200,0,3200,3200,05-01-2022,UPI
647,647,01-01-2022,4000,1200,5200,5200,02-01-2022,UPI
648,648,01-01-2022,1500,1600,3100,3100,02-01-2022,Cash
649,649,01-01-2022,2000,0,2000,0,,Bank Transfer
650,650,01-01-2022,2500,800,3300,0,,Cash
651,651,01-01-2022,2500,0,2500,2500,05-01-2022,Card
652,652,01-01-2022,3200,1600,4800,4800,01-01-2022,Cash
653,653,01-01-2022,3200,1600,4800,4800,02-01-2022,Cash
654,654,01-01-2022,1500,1600,3100,3100,05-01-2022,UPI
655,655,01-01-2022,4000,0,4000,4000,13-01-2022,Card
656,656,01-01-2022,3200,0,3200,3200,01-01-2022,Cash
657,657,01-01-2022,1500,800,2300,2300,03-01-2022,UPI
658,658,01-01-2022,2000,0,2000,2000,02-01-2022,Card
659,659,01-01-2022,2000,1200,3200,3200,01-01-2022,Cash
660,660,01-01-2022,2000,1200,3200,3200,02-01-2022,Card
661,661,01-01-2022,1500,1600,3100,3100,14-01-2022,Cash
662,662,01-01-2022,2500,1600,4100,4100,01-01-2022,Cash
663,663,01-01-2022,1500,1200,2700,2700,02-01-2022,Card
664,664,01-01-2022,2000,0,2000,2000,01-01-2022,Bank Transfer
665,665,01-01-2022,2000,0,2000,2000,03-01-2022,Bank Transfer
666,666,01-01-2022,1500,1600,3100,3100,03-01-2022,UPI
667,667,01-01-2022,2500,800,3300,3300,04-01-2022,UPI
668,668,01-01-2022,3200,0,3200,3200,25-01-2022,Cash
669,669,01-01-2022,2000,0,2000,2000,02-01-2022,Cash
670,670,01-01-2022,2000,0,2000,2000,15-01-2022,Bank Transfer
671,671,01-01-2022,2000,800,2800,2800,01-01-2022,Cash
672,672,01-01-2022,4000,800,4800,4800,01-01-2022,Cash
673,673,01-01-2022,1500,1200,2700,2700,01-01-2022,UPI
674,674,01-01-2022,4000,800,4800,4800,04-01-2022,UPI
675,675,01-01-2022,2000,1200,3200,3200,14-01-2022,Cash
676,676,01-01-2022,2500,0,2500,2500,02-01-2022,Bank Transfer
677,677,01-01-2022,4000,1600,5600,5600,02-01-2022,Card
678,678,01-01-2022,3200,800,4000,4000,02-01-2022,Card
679,679,01-01-2022,3200,1200,4400,4400,02-01-2022,Cash
680,680,01-01-2022,1500,800,2300,2300,20-01-2022,Bank Transfer
681,681,01-01-2022,2500,800,3300,3300,05-01-2022,UPI
682,682,01-01-2022,1500,1200,2700,2700,01-01-2022,Cash
683,683,01-01-2022,1500,1200,2700,2700,02-01-2022,Card
684,684,01-01-2022,4000,0,4000,4000,03-01-2022,Bank Transfer
685,685,01-01-2022,3200,0,3200,3200,03-01-2022,Card
686,686,01-01-2022,2000,1200,3200,3200,03-01-2022,UPI
687,687,01-01-2022,4000,1200,5200,2441.441849,10-01-2022,UPI
688,688,01-01-2022,2500,0,2500,0,,UPI
689,689,01-01-2022,3200,1200,4400,4400,13-01-2022,UPI
690,690,01-01-2022,2500,800,3300,1720.697263,01-01-2022,Bank Transfer
691,691,01-01-2022,1500,0,1500,1500,13-01-2022,Card
692,692,01-01-2022,1500,800,2300,2300,13-01-2022,Bank Transfer
693,693,01-01-2022,4000,1600,5600,5600,17-01-2022,UPI
694,694,01-01-2022,3200,1600,4800,4800,05-01-2022,UPI
695,695,01-01-2022,4000,1200,5200,5200,01-01-2022,Cash
696,696,01-01-2022,1500,1200,2700,2700,02-01-2022,Bank Transfer
697,697,01-01-2022,3200,0,3200,3200,04-01-2022,UPI
698,698,01-01-2022,2500,800,3300,3300,01-01-2022,UPI
699,699,01-01-2022,1500,1200,2700,2700,02-01-2022,UPI
700,700,01-01-2022,2000,0,2000,2000,02-01-2022,Cash
701,701,01-01-2022,2000,1600,3600,3600,03-01-2022,Bank Transfer
702,702,01-01-2022,2000,800,2800,2800,02-01-2022,Card
703,703,01-01-2022,3200,0,3200,3200,04-01-2022,UPI
704,704,01-01-2022,4000,1200,5200,5200,02-01-2022,Bank Transfer
705,705,01-01-2022,2000,0,2000,2000,02-01-2022,Bank Transfer
706,706,01-01-2022,2000,0,2000,2000,04-01-2022,Bank Transfer
707,707,01-01-2022,2000,1600,3600,3600,02-01-2022,UPI
708,708,01-01-2022,4000,1600,5600,0,,Card
709,709,01-01-2022,4000,0,4000,4000,01-01-2022,UPI
710,710,01-01-2022,2000,800,2800,2800,02-01-2022,Bank Transfer
711,711,01-01-2022,2000,0,2000,2000,24-01-2022,Card
712,712,01-01-2022,1500,800,2300,2300,02-01-2022,Bank Transfer
713,713,01-01-2022,1500,1200,2700,0,,Bank Transfer
714,714,01-01-2022,2000,1200,3200,3200,04-01-2022,Cash
715,715,01-01-2022,3200,0,3200,3200,05-01-2022,Bank Transfer
716,716,01-01-2022,1500,0,1500,1500,02-01-2022,Bank Transfer
717,717,01-01-2022,3200,800,4000,4000,29-01-2022,Bank Transfer
718,718,01-01-2022,1500,800,2300,2300,03-01-2022,UPI
719,719,01-01-2022,1500,0,1500,1500,05-01-2022,Card
720,720,01-01-2022,2000,1200,3200,3200,03-01-2022,Cash
721,721,01-01-2022,2000,800,2800,2800,03-01-2022,UPI
722,722,01-01-2022,2000,1600,3600,3600,05-01-2022,Cash
723,723,01-01-2022,1500,1600,3100,3100,03-01-2022,Cash
724,724,01-01-2022,2500,0,2500,2500,02-01-2022,Cash
725,725,01-01-2022,3200,1200,4400,4400,01-01-2022,Card
726,726,01-01-2022,4000,1200,5200,5200,02-01-2022,Bank Transfer
727,727,01-01-2022,4000,1600,5600,5600,02-01-2022,Bank Transfer
728,728,01-01-2022,3200,0,3200,3200,02-01-2022,Cash
729,729,01-01-2022,2500,1600,4100,4100,27-01-2022,Cash
730,730,01-01-2022,2000,1600,3600,3600,29-01-2022,Cash
731,731,01-01-2022,4000,1200,5200,5200,04-01-2022,UPI
732,732,01-01-2022,2500,0,2500,2500,02-01-2022,Cash
733,733,01-01-2022,4000,1200,5200,5200,04-01-2022,UPI
734,734,01-01-2022,2000,800,2800,2800,02-01-2022,Bank Transfer
735,735,01-01-2022,2500,1600,4100,4100,12-01-2022,UPI
736,736,01-01-2022,3200,1200,4400,4400,03-01-2022,Card
737,737,01-01-2022,4000,800,4800,4800,04-01-2022,Cash
738,738,01-01-2022,2000,0,2000,2000,02-01-2022,Card
739,739,01-01-2022,3200,1600,4800,4800,04-01-2022,UPI
740,740,01-01-2022,2500,0,2500,2500,26-01-2022,Bank Transfer
741,741,01-01-2022,3200,1200,4400,4400,20-01-2022,Bank Transfer
742,742,01-01-2022,4000,0,4000,4000,02-01-2022,Cash
743,743,01-01-2022,1500,800,2300,2300,22-01-2022,UPI
744,744,01-01-2022,4000,1200,5200,5200,04-01-2022,Bank Transfer
745,745,01-01-2022,4000,0,4000,4000,01-01-2022,Cash
746,746,01-01-2022,2000,0,2000,2000,05-01-2022,Bank Transfer
747,747,01-01-2022,3200,1600,4800,4800,02-01-2022,Card
748,748,01-01-2022,2000,1200,3200,3200,01-01-2022,Card
749,749,01-01-2022,4000,0,4000,4000,03-01-2022,UPI
750,750,01-01-2022,2000,1600,3600,3600,05-01-2022,Bank Transfer
751,751,01-01-2022,1500,0,1500,1500,01-01-2022,UPI
752,752,01-01-2022,3200,0,3200,3200,01-01-2022,Card
753,753,01-01-2022,1500,800,2300,2300,30-01-2022,Bank Transfer
754,754,01-01-2022,2000,800,2800,2800,20-01-2022,Card
755,755,01-01-2022,2000,1600,3600,3600,01-01-2022,Bank Transfer
756,756,01-01-2022,4000,800,4800,4800,02-01-2022,UPI
757,757,01-01-2022,1500,1200,2700,2700,02-01-2022,Cash
758,758,01-01-2022,2000,0,2000,2000,05-01-2022,Card
759,759,01-01-2022,1500,1600,3100,3100,01-01-2022,Cash
760,760,01-01-2022,1500,0,1500,1500,01-01-2022,Cash
761,761,01-01-2022,2000,1600,3600,3600,03-01-2022,Card
762,762,01-01-2022,3200,1600,4800,4800,02-01-2022,UPI
763,763,01-01-2022,1500,800,2300,2300,05-01-2022,UPI
764,764,01-01-2022,3200,1200,4400,4400,02-01-2022,Card
765,765,01-01-2022,2500,1200,3700,3700,21-01-2022,UPI
766,766,01-01-2022,1500,1200,2700,0,,Bank Transfer
767,767,01-01-2022,4000,0,4000,4000,05-01-2022,Bank Transfer
768,768,01-01-2022,2000,1200,3200,3200,02-01-2022,Card
769,769,01-01-2022,2500,1600,4100,4100,03-01-2022,UPI
770,770,01-01-2022,2500,1200,3700,3700,26-01-2022,Cash
771,771,01-01-2022,1500,800,2300,2300,02-01-2022,Cash
772,772,01-01-2022,2000,1200,3200,3200,02-01-2022,Cash
773,773,01-01-2022,1500,800,2300,2300,02-01-2022,UPI
774,774,01-01-2022,1500,800,2300,2300,03-01-2022,Cash
775,775,01-01-2022,1500,800,2300,2300,03-01-2022,UPI
776,776,01-01-2022,4000,1200,5200,5200,04-01-2022,UPI
777,777,01-01-2022,2000,0,2000,2000,04-01-2022,UPI
778,778,01-01-2022,3200,1200,4400,4400,04-01-2022,UPI
779,779,01-01-2022,3200,1200,4400,4400,02-01-2022,UPI
780,780,01-01-2022,2000,1600,3600,3600,04-01-2022,Cash
781,781,01-01-2022,4000,800,4800,4800,05-01-2022,Cash
782,782,01-01-2022,4000,0,4000,4000,02-01-2022,Bank Transfer
783,783,01-01-2022,1500,1600,3100,3100,05-01-2022,UPI
784,784,01-01-2022,1500,1200,2700,2700,02-01-2022,Bank Transfer
785,785,01-01-2022,1500,1600,3100,1872.896083,03-01-2022,Card
786,786,01-01-2022,3200,800,4000,4000,04-01-2022,Cash
787,787,01-01-2022,1500,1600,3100,3100,04-01-2022,Card
788,788,01-01-2022,1500,1200,2700,2700,05-01-2022,Cash
789,789,01-01-2022,2000,0,2000,0,,Cash
790,790,01-01-2022,2500,800,3300,3300,05-01-2022,Cash
791,791,01-01-2022,2000,1600,3600,0,,Bank Transfer
792,792,01-01-2022,4000,1600,5600,5600,03-01-2022,Bank Transfer
793,793,01-01-2022,1500,800,2300,2300,04-01-2022,Bank Transfer
794,794,01-01-2022,2000,1200,3200,3200,05-01-2022,UPI
795,795,01-01-2022,2000,0,2000,2000,04-01-2022,UPI
